review_id,review_text,reviewer_type,reviewer_name,business_unit,product_or_service,rating,location,city,state,country,timestamp,date,platform,device_type,sentiment_label,purchase_type,customer_tier,response_time,resolved,language,transaction_amount,tags
192cc9cc-b620-42d0-9777-747fec8f5d74,I absolutely love the Mobile App. The fraud detection is fantastic and highly recommended!,Guest,Charlie R.,Banking,Mobile App,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-05-15T10:09:49.703082,2026-05-15,Email,Mobile,Positive,Renewal,Premium,19,False,en,488.17,banking;positive
396cfa61-f10b-453e-b028-4afdd0d427fb,I had a horrible experience with the Mortgage. The interest rate broke immediately.,Anonymous,John D.,Banking,Mortgage,1,"New York, NY, USA",New York,NY,USA,2026-03-10T10:53:49.703082,2026-03-10,Web,Desktop,Negative,Subscription,Premium,29,False,en,4452.28,banking;negative
576ebd74-a5db-4008-b479-76bd36a1a5c7,"Five stars. The Mobile App exceeded my expectations, especially the interest rate.",Verified Buyer,Frank T.,Banking,Mobile App,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-10-19T07:12:49.703082,2025-10-19,Android App,Desktop,Positive,One-time,VIP,2,False,en,1108.45,banking;positive
ea63704a-a198-4719-8513-e850760ade3f,Very disappointed in the Apparel. shipping speed is unacceptable. Fix this ASAP!,Anonymous,Diana P.,E-commerce,Apparel,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-01-10T00:24:49.703082,2026-01-10,Android App,Tablet,Negative,Subscription,Premium,31,True,en,2992.56,e-commerce;negative
79ef50ad-db3b-443b-9569-9dc9e049cf32,I absolutely love the Credit Card. The fraud detection is fantastic and highly recommended!,Guest,Eve K.,Banking,Credit Card,5,"San Francisco, CA, USA",San Francisco,CA,USA,2025-09-27T23:06:49.703082,2025-09-27,In-Store Kiosk,Desktop,Positive,Subscription,Standard,24,True,en,1072.13,banking;positive
df64d135-7374-4b52-9ff0-e03e7864cd64,"While the customer service of the Mortgage is decent, the overall experience was frustrating.",Anonymous,John D.,Banking,Mortgage,3,"Toronto, ON, Canada",Toronto,ON,Canada,2025-08-20T20:05:49.703082,2025-08-20,Android App,Tablet,Mixed,Upgrade,Standard,31,True,en,35.81,banking;mixed
c7020ccf-5ab7-4da7-8882-85563db81096,Outstanding coverage! I've been using the Device Upgrade for months and couldn't be happier.,Anonymous,Charlie R.,Telecom,Device Upgrade,5,"Austin, TX, USA",Austin,TX,USA,2025-09-21T17:55:49.703082,2025-09-21,iOS App,Desktop,Positive,Subscription,Premium,24,True,en,3791.23,telecom;positive
f495f792-8cea-468e-8e75-50e001edf860,"Five stars. The Personal Loan exceeded my expectations, especially the app interface.",Anonymous,Frank T.,Banking,Personal Loan,5,"New York, NY, USA",New York,NY,USA,2025-07-27T09:34:49.703082,2025-07-27,Email,Tablet,Positive,Renewal,Enterprise,11,False,en,3501.66,banking;positive
7c249c04-8066-441f-b987-113226d35d21,Terrible billing. The Device Upgrade is a complete waste of money.,Guest,Diana P.,Telecom,Device Upgrade,2,"Toronto, ON, Canada",Toronto,ON,Canada,2025-06-16T13:22:49.703082,2025-06-16,iOS App,Tablet,Negative,Subscription,Premium,15,True,en,4607.48,telecom;negative
6811edb8-e938-4ac6-a313-bea8b5e59e8d,"Five stars. The Restaurant Partner exceeded my expectations, especially the food temperature.",Verified Buyer,Eve K.,Food Delivery,Restaurant Partner,5,"San Francisco, CA, USA",San Francisco,CA,USA,2025-08-09T05:54:49.703082,2025-08-09,In-Store Kiosk,Mobile,Positive,One-time,Standard,31,True,en,2444.56,food delivery;positive
03ff4d4c-e5bb-4794-bbab-1b2d6fffe891,"While the UI/UX of the CRM Dashboard is decent, the overall experience was frustrating.",Anonymous,Frank T.,SaaS,CRM Dashboard,4,"New York, NY, USA",New York,NY,USA,2025-09-27T20:10:49.703082,2025-09-27,iOS App,Desktop,Mixed,One-time,Enterprise,8,False,en,1590.75,saas;mixed
42f14e82-8684-4bfd-b37c-fa04ff763938,The Grocery Delivery is buggy. The food temperature never works right. I want a refund.,Verified Buyer,Charlie R.,Food Delivery,Grocery Delivery,1,"Austin, TX, USA",Austin,TX,USA,2025-06-08T22:27:49.703082,2025-06-08,Email,Mobile,Negative,Renewal,Standard,46,True,en,1856.7,food delivery;negative
f4a6d92e-1213-4a05-b59a-ceba405d1638,"Wow, I just love waiting 45 minutes for the Late Night Menu. Amazing food temperature!",Subscriber,Charlie R.,Food Delivery,Late Night Menu,1,"San Francisco, CA, USA",San Francisco,CA,USA,2025-11-02T04:00:49.703082,2025-11-02,Android App,Tablet,Sarcastic,One-time,Standard,2,True,en,2091.41,food delivery;sarcastic
41e27f11-287a-4a8c-b25c-3ca754cece9f,I absolutely love the Apparel. The shipping speed is fantastic and highly recommended!,Guest,Grace H.,E-commerce,Apparel,4,"Toronto, ON, Canada",Toronto,ON,Canada,2026-03-15T16:54:49.703082,2026-03-15,In-Store Kiosk,Tablet,Positive,One-time,VIP,21,False,en,2052.21,e-commerce;positive
7eb1c4ca-c6b6-4ec9-8845-bdc2dd9943af,Very disappointed in the Restaurant Partner. app tracking is unacceptable. Fix this ASAP!,Anonymous,Frank T.,Food Delivery,Restaurant Partner,1,"New York, NY, USA",New York,NY,USA,2025-11-27T21:25:49.703082,2025-11-27,Web,Mobile,Negative,Subscription,VIP,20,False,en,1554.87,food delivery;negative
af7d9d1c-07c1-475a-90bc-5d49b4f38ae1,Great experience with Restaurant Partner. The menu variety made it totally worth it.,Guest,Charlie R.,Food Delivery,Restaurant Partner,5,"New York, NY, USA",New York,NY,USA,2025-12-24T06:19:49.703082,2025-12-24,Android App,Desktop,Positive,Subscription,Standard,20,True,en,1001.89,food delivery;positive
eaf6c226-e270-4cfa-9d04-fec457f9b0d0,Very disappointed in the Analytics Module. API documentation is unacceptable. Fix this ASAP!,Guest,Eve K.,SaaS,Analytics Module,2,"Austin, TX, USA",Austin,TX,USA,2025-12-21T14:39:49.703082,2025-12-21,Web,Mobile,Negative,Renewal,Premium,27,True,en,3249.23,saas;negative
9004064a-a7cd-4c78-ad26-782b589b9ac1,Very disappointed in the Device Upgrade. billing is unacceptable. Fix this ASAP!,Subscriber,Grace H.,Telecom,Device Upgrade,2,"London, ENG, UK",London,ENG,UK,2025-09-09T02:00:49.703082,2025-09-09,Android App,Tablet,Negative,One-time,Premium,18,True,en,2691.51,telecom;negative
13b0fc83-04dd-46b9-98a6-ecc2cf3f9842,The Subscription Pass is buggy. The delivery driver never works right. I want a refund.,Anonymous,Alice S.,Food Delivery,Subscription Pass,2,"New York, NY, USA",New York,NY,USA,2026-05-04T14:48:49.703082,2026-05-04,In-Store Kiosk,Mobile,Negative,One-time,Premium,44,True,en,4601.66,food delivery;negative
f10f0487-504d-46e1-b225-07aff5f37e39,Non senseHome Goods and the stupid packaging. I hate this company.,Subscriber,Grace H.,E-commerce,Home Goods,2,"San Francisco, CA, USA",San Francisco,CA,USA,2025-10-05T12:10:49.703082,2025-10-05,iOS App,Mobile,Toxic,One-time,Enterprise,17,True,en,4769.13,e-commerce;toxic
0c24e27c-f8a3-454e-ba6a-0be040e43095,I absolutely love the API Access. The data export is fantastic and highly recommended!,Anonymous,Alice S.,SaaS,API Access,5,"Austin, TX, USA",Austin,TX,USA,2026-03-22T21:28:49.703082,2026-03-22,Web,Desktop,Positive,One-time,VIP,1,False,en,2166.7,saas;positive
116033e3-2939-4220-a423-40449a6fdb78,I absolutely love the Billing System. The uptime is fantastic and highly recommended!,Anonymous,Frank T.,SaaS,Billing System,5,"Austin, TX, USA",Austin,TX,USA,2025-07-19T19:52:49.703082,2025-07-19,iOS App,Tablet,Positive,Subscription,Premium,2,False,en,3094.53,saas;positive
7e60e99b-790c-4c19-9309-9a65395a6bcf,The Restaurant Partner is buggy. The menu variety never works right. I want a refund.,Anonymous,Alice S.,Food Delivery,Restaurant Partner,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-01-27T15:08:49.703082,2026-01-27,Android App,Tablet,Negative,Subscription,VIP,8,False,en,2252.91,food delivery;negative
eaacb973-f0ae-4b9a-9442-bc530ba9e7d0,"Five stars. The Grocery Delivery exceeded my expectations, especially the food temperature.",Guest,Bob M.,Food Delivery,Grocery Delivery,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-05-29T02:27:49.703082,2025-05-29,iOS App,Desktop,Positive,Subscription,Premium,24,True,en,3698.44,food delivery;positive
51326426-f603-4060-bf78-e570928b5c4e,"Decent Restaurant Partner, however the food temperature is extremely slow.",Subscriber,Diana P.,Food Delivery,Restaurant Partner,3,"Toronto, ON, Canada",Toronto,ON,Canada,2025-11-28T20:28:49.703082,2025-11-28,Email,Tablet,Mixed,Subscription,Enterprise,4,True,en,3478.4,food delivery;mixed
16d24df7-baed-42f5-8a01-bd936fdee97b,Very disappointed in the Home Goods. shipping speed is unacceptable. Fix this ASAP!,Verified Buyer,John D.,E-commerce,Home Goods,1,"San Francisco, CA, USA",San Francisco,CA,USA,2026-04-03T14:44:49.703082,2026-04-03,Email,Tablet,Negative,Renewal,Standard,38,True,en,3258.57,e-commerce;negative
35bbbacc-837b-4ce7-8c66-03d21480c785,"Five stars. The Customer Support exceeded my expectations, especially the router setup.",Guest,Alice S.,Telecom,Customer Support,4,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-06-14T00:06:49.703082,2025-06-14,Android App,Tablet,Positive,Subscription,Standard,15,True,en,4195.71,telecom;positive
ff9afb64-897a-4ed3-92f9-609267cb18e4,Great experience with Mortgage. The fraud detection made it totally worth it.,Guest,Eve K.,Banking,Mortgage,4,"Austin, TX, USA",Austin,TX,USA,2025-09-17T14:39:49.703082,2025-09-17,iOS App,Mobile,Positive,Subscription,VIP,28,False,en,4439.39,banking;positive
7aaddb18-e771-460b-bc34-f443358124d5,"While the customer service of the Checking Account is decent, the overall experience was frustrating.",Guest,John D.,Banking,Checking Account,4,"Toronto, ON, Canada",Toronto,ON,Canada,2026-02-01T18:18:49.703082,2026-02-01,Email,Tablet,Mixed,Subscription,Enterprise,26,True,en,4607.22,banking;mixed
771395a7-49f3-4665-9068-69bb765aeab4,"Oh brilliant, another update that breaks the Mobile App. Masterful interest rate work.",Verified Buyer,Alice S.,Banking,Mobile App,2,"New York, NY, USA",New York,NY,USA,2025-12-29T08:42:49.703082,2025-12-29,Email,Tablet,Sarcastic,Upgrade,VIP,7,False,en,897.47,banking;sarcastic
6ef95692-5536-4d4e-8d0e-3ece742ce523,I absolutely love the Subscription Pass. The delivery driver is fantastic and highly recommended!,Verified Buyer,Diana P.,Food Delivery,Subscription Pass,4,"New York, NY, USA",New York,NY,USA,2025-10-08T02:01:49.703082,2025-10-08,In-Store Kiosk,Desktop,Positive,Upgrade,VIP,32,True,en,828.95,food delivery;positive
68a45107-9590-4923-8b5c-b265b3f26726,"Five stars. The Mortgage exceeded my expectations, especially the interest rate.",Subscriber,Diana P.,Banking,Mortgage,4,"Toronto, ON, Canada",Toronto,ON,Canada,2025-09-18T15:34:49.703082,2025-09-18,Web,Tablet,Positive,Subscription,Premium,13,False,en,4414.58,banking;positive
7bdfbc31-0116-423c-9626-ef25f35a8a39,Great experience with Home Goods. The shipping speed made it totally worth it.,Anonymous,Eve K.,E-commerce,Home Goods,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-02-27T19:01:49.703082,2026-02-27,iOS App,Mobile,Positive,Subscription,Standard,20,False,en,3423.01,e-commerce;positive
9754faf7-b454-4e70-8398-da86a256f967,"While the checkout process of the Apparel is decent, the overall experience was frustrating.",Verified Buyer,Frank T.,E-commerce,Apparel,3,"London, ENG, UK",London,ENG,UK,2025-10-19T04:00:49.703082,2025-10-19,Android App,Tablet,Mixed,One-time,Enterprise,11,False,en,862.25,e-commerce;mixed
4d46b2eb-8ef9-4ff0-897d-4da8548a4bd5,Outstanding connection speed! I've been using the Fiber Internet for months and couldn't be happier.,Guest,Bob M.,Telecom,Fiber Internet,5,"San Francisco, CA, USA",San Francisco,CA,USA,2026-03-06T14:19:49.703082,2026-03-06,Android App,Mobile,Positive,Upgrade,VIP,9,True,en,2616.27,telecom;positive
8183ca9f-cc53-4cd4-9f00-2037a040af52,Terrible API documentation. The API Access is a complete waste of money.,Verified Buyer,Charlie R.,SaaS,API Access,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-11-06T05:57:49.703082,2025-11-06,iOS App,Desktop,Negative,Subscription,Standard,2,True,en,4006.31,saas;negative
fa571568-eff7-4bc3-8a41-4a7c451bcf7e,"The Shipping & Delivery is okay. The return policy is good, but the other features are lacking.",Subscriber,Charlie R.,E-commerce,Shipping & Delivery,2,"London, ENG, UK",London,ENG,UK,2025-09-07T14:50:49.703082,2025-09-07,Web,Desktop,Mixed,Subscription,Enterprise,28,False,en,4496.27,e-commerce;mixed
c4afb56b-9c99-4485-a7e9-9493730b4f3f,Very disappointed in the Mortgage. interest rate is unacceptable. Fix this ASAP!,Anonymous,Bob M.,Banking,Mortgage,1,"New York, NY, USA",New York,NY,USA,2025-06-05T13:25:49.703082,2025-06-05,Android App,Tablet,Negative,Renewal,Premium,9,True,en,1374.18,banking;negative
16b0d45f-3ade-4f5f-af82-fbd5318a0119,"The Restaurant Partner is okay. The app tracking is good, but the other features are lacking.",Verified Buyer,Grace H.,Food Delivery,Restaurant Partner,3,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-10-14T04:22:49.703082,2025-10-14,Android App,Mobile,Mixed,Subscription,Premium,32,False,en,256.39,food delivery;mixed
fdd0ec5d-d755-40c5-a2e8-9de169974622,Very disappointed in the Credit Card. fraud detection is unacceptable. Fix this ASAP!,Anonymous,Diana P.,Banking,Credit Card,1,"Austin, TX, USA",Austin,TX,USA,2025-08-15T17:20:49.703082,2025-08-15,Web,Desktop,Negative,Subscription,Standard,46,False,en,3273.35,banking;negative
5aefb754-f59b-4cc0-b4c3-6c84a5c41327,"Wow, I just love waiting 45 minutes for the Subscription Pass. Amazing delivery driver!",Subscriber,Frank T.,Food Delivery,Subscription Pass,2,"Toronto, ON, Canada",Toronto,ON,Canada,2025-06-12T18:20:49.703082,2025-06-12,In-Store Kiosk,Tablet,Sarcastic,Subscription,Premium,48,True,en,62.83,food delivery;sarcastic
07eeba1e-89e9-477e-9a88-b48bb26ddfd4,"Five stars. The Apparel exceeded my expectations, especially the shipping speed.",Guest,Charlie R.,E-commerce,Apparel,4,"New York, NY, USA",New York,NY,USA,2025-10-28T03:34:49.703082,2025-10-28,In-Store Kiosk,Desktop,Positive,Upgrade,Enterprise,5,True,en,1436.13,e-commerce;positive
f0535e87-56f2-4c15-a9a8-7a93063a8833,"Wow, I just love waiting 45 minutes for the Credit Card. Amazing app interface!",Anonymous,Frank T.,Banking,Credit Card,2,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-12-14T22:02:49.703082,2025-12-14,In-Store Kiosk,Mobile,Sarcastic,Upgrade,Enterprise,6,False,en,1959.23,banking;sarcastic
21a97a8b-ffe6-46d0-a9d2-99f58ead370f,Outstanding customer service! I've been using the Credit Card for months and couldn't be happier.,Subscriber,Alice S.,Banking,Credit Card,4,"Toronto, ON, Canada",Toronto,ON,Canada,2026-04-30T07:55:49.703082,2026-04-30,Email,Mobile,Positive,Subscription,Standard,8,False,en,1115.08,banking;positive
d39cae34-e2f8-44a8-ab33-fe688767cde8,"Decent Fiber Internet, however the connection speed is extremely slow.",Guest,Eve K.,Telecom,Fiber Internet,4,"London, ENG, UK",London,ENG,UK,2025-11-12T13:52:49.703082,2025-11-12,Web,Desktop,Mixed,One-time,Premium,29,False,en,4056.93,telecom;mixed
ac7cfca6-4f49-4a56-9be8-93286ccae4b9,I had a horrible experience with the Restaurant Partner. The delivery driver broke immediately.,Anonymous,Alice S.,Food Delivery,Restaurant Partner,1,"Toronto, ON, Canada",Toronto,ON,Canada,2025-10-03T08:20:49.703082,2025-10-03,Email,Tablet,Negative,Subscription,Premium,15,True,en,2859.25,food delivery;negative
716ed75d-4b1a-4f76-9c24-f613ea7f5650,"Oh brilliant, another update that breaks the Shipping & Delivery. Masterful return policy work.",Subscriber,Alice S.,E-commerce,Shipping & Delivery,2,"San Francisco, CA, USA",San Francisco,CA,USA,2026-03-23T21:02:49.703082,2026-03-23,Web,Mobile,Sarcastic,Upgrade,VIP,44,False,en,171.11,e-commerce;sarcastic
c859674c-76d5-4c0f-868e-27eb1d7ae155,"I like the Credit Card, but the fraud detection needs a lot of improvement.",Verified Buyer,Alice S.,Banking,Credit Card,3,"San Francisco, CA, USA",San Francisco,CA,USA,2026-03-13T03:49:49.703082,2026-03-13,Email,Desktop,Mixed,Renewal,VIP,6,False,en,467.5,banking;mixed
e7ddd42a-975b-4b83-b634-70f7aa053076,"Wow, I just love waiting 45 minutes for the Late Night Menu. Amazing menu variety!",Subscriber,Grace H.,Food Delivery,Late Night Menu,2,"Austin, TX, USA",Austin,TX,USA,2026-03-27T23:14:49.703082,2026-03-27,iOS App,Mobile,Sarcastic,One-time,Standard,37,False,en,2529.08,food delivery;sarcastic
29269959-615d-4a21-b023-7eceab2f4363,"Oh brilliant, another update that breaks the API Access. Masterful uptime work.",Subscriber,Bob M.,SaaS,API Access,2,"New York, NY, USA",New York,NY,USA,2025-11-09T19:08:49.703082,2025-11-09,Android App,Mobile,Sarcastic,One-time,VIP,27,True,en,4441.96,saas;sarcastic
33c56cd9-2aff-4d93-9d1b-ce7a5d4d2d91,Outstanding interest rate! I've been using the Personal Loan for months and couldn't be happier.,Anonymous,Alice S.,Banking,Personal Loan,4,"Toronto, ON, Canada",Toronto,ON,Canada,2025-08-01T02:08:49.703082,2025-08-01,iOS App,Tablet,Positive,Subscription,Premium,9,False,en,4556.1,banking;positive
47721ed2-808a-4df5-8e14-c8b13d741822,I absolutely love the Apparel. The packaging is fantastic and highly recommended!,Anonymous,Grace H.,E-commerce,Apparel,4,"New York, NY, USA",New York,NY,USA,2026-01-04T19:56:49.703082,2026-01-04,In-Store Kiosk,Mobile,Positive,Upgrade,Standard,37,False,en,3062.16,e-commerce;positive
487a579e-f877-4547-b523-5d02f996f94e,The 5G Data Plan is buggy. The coverage never works right. I want a refund.,Subscriber,Grace H.,Telecom,5G Data Plan,2,"Toronto, ON, Canada",Toronto,ON,Canada,2025-06-23T10:48:49.703082,2025-06-23,Email,Tablet,Negative,One-time,VIP,24,False,en,1483.23,telecom;negative
3ffc9f84-5c19-4033-891f-e97a603ba867,I absolutely love the Fiber Internet. The coverage is fantastic and highly recommended!,Anonymous,John D.,Telecom,Fiber Internet,5,"Sydney, NSW, Australia",Sydney,NSW,Australia,2025-09-12T02:52:49.703082,2025-09-12,Web,Desktop,Positive,Upgrade,Premium,23,False,en,4144.28,telecom;positive
68be6498-3a46-43b9-a172-7ae3c0aebd04,Outstanding app tracking! I've been using the Grocery Delivery for months and couldn't be happier.,Verified Buyer,John D.,Food Delivery,Grocery Delivery,4,"San Francisco, CA, USA",San Francisco,CA,USA,2026-04-19T03:23:49.703082,2026-04-19,Web,Mobile,Positive,One-time,Standard,48,False,en,3281.03,food delivery;positive
9208e6fa-40a3-44ac-afea-a4fedf7aea70,I had a horrible experience with the Restaurant Partner. The food temperature broke immediately.,Guest,Frank T.,Food Delivery,Restaurant Partner,2,"Toronto, ON, Canada",Toronto,ON,Canada,2026-02-03T18:04:49.703082,2026-02-03,iOS App,Mobile,Negative,Subscription,Enterprise,7,True,en,2433.37,food delivery;negative
6d913340-aea1-4833-b547-7a2de89f04bc,"Oh brilliant, another update that breaks the Home Goods. Masterful return policy work.",Subscriber,Bob M.,E-commerce,Home Goods,2,"Toronto, ON, Canada",Toronto,ON,Canada,2026-01-15T13:01:49.703082,2026-01-15,iOS App,Tablet,Sarcastic,Upgrade,Enterprise,9,False,en,680.21,e-commerce;sarcastic
eda54c16-bc37-4ba2-90f2-1c70c1acb85c,"Five stars. The Fiber Internet exceeded my expectations, especially the coverage.",Verified Buyer,Charlie R.,Telecom,Fiber Internet,4,"Austin, TX, USA",Austin,TX,USA,2026-02-02T03:27:49.703082,2026-02-02,Email,Desktop,Positive,One-time,Premium,28,True,en,685.51,telecom;positive
5e8f12fa-266b-4f37-a6a2-75909d684902,"Five stars. The Apparel exceeded my expectations, especially the shipping speed.",Verified Buyer,Alice S.,E-commerce,Apparel,5,"Toronto, ON, Canada",Toronto,ON,Canada,2026-03-05T22:06:49.703082,2026-03-05,Web,Desktop,Positive,Upgrade,Standard,4,True,en,2948.35,e-commerce;positive
95732964-2dbd-4deb-ac5e-4d5d47f236ed,"While the data export of the CRM Dashboard is decent, the overall experience was frustrating.",Anonymous,Charlie R.,SaaS,CRM Dashboard,3,"London, ENG, UK",London,ENG,UK,2025-06-16T10:50:49.703082,2025-06-16,In-Store Kiosk,Desktop,Mixed,One-time,Enterprise,45,True,en,3268.54,saas;mixed
4cf59861-51c7-4e77-86a9-333de95dfcb7,"Decent Fiber Internet, however the router setup is extremely slow.",Subscriber,Eve K.,Telecom,Fiber Internet,4,"New York, NY, USA",New York,NY,USA,2025-11-07T08:08:49.703082,2025-11-07,Email,Desktop,Mixed,Subscription,Enterprise,8,False,en,3022.74,telecom;mixed
2fd0f89a-d47f-4eb0-a4b7-e3b27534b701,Great experience with Checking Account. The customer service made it totally worth it.,Anonymous,Eve K.,Banking,Checking Account,5,"New York, NY, USA",New York,NY,USA,2025-07-17T07:16:49.703082,2025-07-17,iOS App,Tablet,Positive,Renewal,VIP,47,True,en,3534.57,banking;positive
0d76ee0a-6daf-4ce9-bce9-3d27a038070b,"Wow, I just love waiting 45 minutes for the Restaurant Partner. Amazing app tracking!",Subscriber,Bob M.,Food Delivery,Restaurant Partner,1,"New York, NY, USA",New York,NY,USA,2026-02-14T03:32:49.703082,2026-02-14,iOS App,Tablet,Sarcastic,Subscription,VIP,40,True,en,3664.48,food delivery;sarcastic
7b531f0c-dcb1-40de-ad15-5a8f983e1f60,"Five stars. The Grocery Delivery exceeded my expectations, especially the menu variety.",Anonymous,Bob M.,Food Delivery,Grocery Delivery,5,"Toronto, ON, Canada",Toronto,ON,Canada,2026-03-22T15:38:49.703082,2026-03-22,Email,Desktop,Positive,Subscription,Premium,20,False,en,2375.74,food delivery;positive
9318ddc1-1b99-4453-b98a-8784396d7e50,"Five stars. The Customer Support exceeded my expectations, especially the connection speed.",Subscriber,Bob M.,Telecom,Customer Support,5,"London, ENG, UK",London,ENG,UK,2026-04-10T15:46:49.703082,2026-04-10,In-Store Kiosk,Desktop,Positive,Renewal,Premium,1,True,en,1370.59,telecom;positive
7bf74af4-bf94-4aaa-8d97-0d6f7859ba18,Outstanding return policy! I've been using the Electronics for months and couldn't be happier.,Verified Buyer,Bob M.,E-commerce,Electronics,5,"Austin, TX, USA",Austin,TX,USA,2025-12-14T08:28:49.703082,2025-12-14,Web,Tablet,Positive,Renewal,Premium,30,True,en,3404.72,e-commerce;positive
061848b4-b1c9-4333-976d-ebb8b71b94e8,Very disappointed in the Electronics. return policy is unacceptable. Fix this ASAP!,Verified Buyer,Bob M.,E-commerce,Electronics,1,"Sydney, NSW, Australia",Sydney,NSW,Australia,2026-05-17T04:42:49.703082,2026-05-17,In-Store Kiosk,Desktop,Negative,Renewal,VIP,6,False,en,2380.21,e-commerce;negative
